,name,name:en,inscription,geometry
7354,ЗІЛ-157,,,POINT (30.4874293 50.4398429)
7355,АТТ-20,,,POINT (30.4873214 50.4398174)
7356,Реактивний снігоочисник-1,,,POINT (30.4872999 50.4399803)
7357,ГАЗ-АА,,,POINT (30.4872074 50.4400666)
7358,Реактивний снігоочисник-1,,,POINT (30.4871088 50.4400666)
7359,ГАЗ-51,,,POINT (30.4870534 50.4401412)
7360,Загиблим на службi,,,POINT (31.2889032 51.4908974)
7361,Спецтехника ТМ-1-180,,,POINT (33.5315184 44.5953007)
7362,Паротяг Л-3535,,,POINT (25.9519685 48.3004867)
7363,Паротяг Л-3055,,,POINT (31.9406289 51.816636)
7364,Паротяг Ер 799-81,,,POINT (31.9402315 51.8161415)
7365,Паротяг Ер 767-85,,,POINT (31.9404524 51.8160028)
7366,Д-20,,,POINT (30.7218171 46.3741616)
7367,Б-4,,,POINT (30.7217562 46.3741336)
7368,Б-4,,,POINT (30.7213073 46.3742396)
7369,Гаубиця,,,POINT (30.7213321 46.37421)
7370,152-мм гаубиця зразка 1909/30 року,,,POINT (30.7213616 46.3741859)
7371,Гарманат М-30,,,POINT (30.7213925 46.3741665)
7372,ЗіС-3,,,POINT (30.721422 46.3741387)
7373,Полковушка,,,POINT (30.7214488 46.3741128)
7374,Гармата М-42,,,POINT (30.7214716 46.3740906)
7375,Вагон-кулемет,,,POINT (30.7209173 46.3739127)
7376,Степану Бандері,,Герой України. Став символом боротьби за незалежність України.,POINT (26.2637482 50.612721)
7377,Загиблим у Другій світовій війні,,,POINT (26.930783 49.1771598)
7378,Камчатский люнет,,,POINT (33.555423 44.6008645)
7379,БМ-13 «Катюша»,,,POINT (33.5834818 44.5525378)
7380,ІСУ-152,,,POINT (33.5832809 44.5525923)
7381,ІС-2,,,POINT (33.5831629 44.5526355)
7382,Т-34-85,,,POINT (33.5830767 44.5526741)
7383,СУ-100,,,POINT (33.582997 44.5527014)
7384,СУ-76,,,POINT (33.5829032 44.5527387)
7385,"Торпедний катер проекту 123К ""Комсомолець""",,,POINT (33.5835999 44.5532603)
7386,ГАЗ-93А,,,POINT (33.5130807 44.5815912)
7387,ГАЗ-53,,,POINT (33.5341185 44.5958835)
7388,Як-38У,,,POINT (33.5813054 45.0920902)
7389,КС-1 «Комета»,,,POINT (33.991776 45.1082692)
7390,КС-1 «Комета»,,,POINT (33.9882053 45.1094859)
7391,Ка-29,,,POINT (35.503513 45.1226522)
7392,Т-34-85,,,POINT (33.7528623 45.1442006)
7393,Ракета С-75 «Десна»,,,POINT (33.2845374 45.1543332)
7394,Точка 548,,,POINT (33.2842826 45.1543295)
7395,МіГ-21ПФМ,,,POINT (33.2841748 45.1548965)
7396,Універсал-1,,,POINT (32.8948056 46.1112155)
7397,Пам'ятник Скадовської Авіагруппи МиГ-15,Monument to the Skadovsk Air Group MiG-15,,POINT (32.8713713 46.1321805)
7398,ИСУ-152,,,POINT (33.669849 46.1427677)
7399,М-30,,,POINT (33.6697936 46.1428659)
7400,Танк АСУ-85,,,POINT (29.1435209 46.1935341)
7401,БРДМ-1,,,POINT (30.4396102 46.2434539)
7402,Т-54,,,POINT (30.4396636 46.2434594)
7403,БТР-70,,,POINT (30.4397043 46.2434618)
7404,"Трактор ""Універсал-1""",,,POINT (29.4145448 46.2980726)
7405,Балада Міоріца,,,POINT (29.4151617 46.2982302)
7406,Пам'ятник Чабану,,,POINT (29.4173384 46.2981293)
7407,Скіфські і половецькі баби,,,POINT (29.4179613 46.296804)
7408,Let L-410UVP Turbolet,,,POINT (29.4141415 46.2993541)
7409,Ан-2,,,POINT (29.4141307 46.2996524)
7410,князю Владимиру Великому,,,POINT (34.9855255 48.4704431)
7411,Д-20,,,POINT (30.6647213 46.3034999)
7412,Д-20,,,POINT (30.6647183 46.3034465)
7413,Д-44,,,POINT (30.6648362 46.3034978)
7414,Д-44,,,POINT (30.6648321 46.3034339)
7415,БМ-37,,,POINT (30.6649205 46.3034936)
7416,БМ-37,,,POINT (30.6649154 46.3034353)
7417,Адміралтейський якір,,,POINT (30.6651797 46.3034753)
7418,МіГ-21,,,POINT (30.6900844 46.3389563)
7419,ЗРК С-75 «Двіна»,,,POINT (30.6901673 46.3389756)
7420,ІС-3,,,POINT (33.5343294 46.3800407)
7421,Анатра Анасаль,,,POINT (30.7057707 46.4093765)
7422,"Комбайн СК-5 ""Нива""",,,POINT (32.4411854 46.4240592)
7423,52-К,,,POINT (30.7547322 46.439703)
7424,ЗіС-3,,,POINT (30.7467843 46.4650197)
7425,ЗіС-3,,,POINT (30.7467642 46.4648341)
7426,Т-34-85,,,POINT (30.7467749 46.4649449)
7427,Су-15,,,POINT (29.3521802 46.4683021)
7428,БРДМ-1,,,POINT (32.5285162 46.5342943)
7429,2А36 «Гіацинт-Б»,,,POINT (30.9642735 46.5914897)
7430,2А36 «Гіацинт-Б»,,,POINT (30.9645391 46.59151)
7431,"Пам'ятник шахтарям, які загинули при обороні Одеси",,,POINT (30.9643988 46.592148)
7432,Торпедний катер ТК-353 (тип Г-5),,,POINT (31.5503241 46.6183991)
7433,"Трактор ""Універсал-1""",,,POINT (32.759924 46.6265035)
7434,ЗіС-3,,,POINT (32.7437682 46.6276471)
7435,Башта Т-34-76,,,POINT (32.6547597 46.6543931)
7436,Паротяг Эр-785-21,,,POINT (32.6214224 46.6629229)
7437,Москвич-402,,,POINT (32.640953 46.6723726)
7438,ЗіС-5,,,POINT (32.5838679 46.6745758)
7439,Т-34-85,,,POINT (32.5658052 46.7532126)
7440,ЗіЛ-131,,,POINT (33.4847307 46.7940808)
7441,Універсал-2,,,POINT (33.5599521 46.8084367)
7442,Універсал-1,,,POINT (31.4048796 46.8193224)
7443,Танк Т-34,,,POINT (33.4030675 46.8308636)
7444,БТР-60ПБ,,,POINT (31.3826762 46.858098)
7445,Як-38,,,POINT (31.9519157 46.9224392)
7446,Іл-76,,,POINT (32.0784762 46.936869)
7447,МіГ-15УТВ,,,POINT (32.0721916 46.9379303)
7448,Іл-18 № 75844,,,POINT (32.0345508 46.9535516)
7449,Су-24,,,POINT (31.9462176 46.9585505)
7450,Су-24М,,,POINT (31.9461961 46.9586603)
7451,МіГ-29,,,POINT (31.9461264 46.958794)
7452,Су-25,,,POINT (31.9460218 46.9589075)
7453,КС-1 «Комета»,,,POINT (31.9470485 46.9606675)
7454,Т-34-85,,Пам'ятник звільненню міста Миколаєва,POINT (32.0239575 46.9646431)
7455,Автомобілістам і дорожникам Миколаєва,,,POINT (31.99864 46.9828389)
7456,МіГ-15УТВ,,,POINT (30.2948476 47.0185993)
7457,Універсал-1,,,POINT (32.7813745 47.0616605)
7458,ЗіЛ-151,,,POINT (31.9285321 47.0891911)
7459,АТЗ-3-157К,,,POINT (31.929086 47.0894961)
7460,Гармата ЗіС-3,,,POINT (30.6125866 47.1226885)
7461,Гармата ЗіС-3,,,POINT (30.6125839 47.1227907)
7462,Універсал-2,,,POINT (30.6130667 47.1230553)
7463,ДТ-54,,Героїчній праці хліборобів,POINT (31.9129251 47.1231404)
7464,Т-34-85,,,POINT (30.6013002 47.1570491)
7465,Т-34-85,,"Воинам советской армии, освободившим Березовку от немецко-фашистских захватчиков. Апрель 1944",POINT (30.9188773 47.2010773)
7466,БМ-13 «Катюша» на базі ЗіЛ-157,,,POINT (32.7922559 47.2968824)
7467,Універсал-1,,,POINT (32.8533102 47.307951)
7468,Універсал-2,,,POINT (29.7571389 47.3318458)
7469,БТР-70,,,POINT (30.9884053 47.4240493)
7470,Вагон,,,POINT (29.7374142 47.5380903)
7471,БМ-13 «Катюша» на базі ЗіС-5,,,POINT (32.4969097 47.5409619)
7472,М-30,,,POINT (31.3202989 47.5906447)
7473,Т-10М,,,POINT (33.1751705 47.6810527)
7474,Універсал-2,,,POINT (32.5121531 47.6874499)
7475,СУ-100,,,POINT (32.5443116 47.6916872)
7476,Вагон НТВ (гальмівний),,,POINT (29.5336098 47.7394617)
7477,ЗіС-3,,,POINT (29.5284842 47.7523866)
7478,Су-24,,,POINT (31.1818528 47.7856106)
7479,ЗРК С-75 «Двіна»,,,POINT (31.1743504 47.8187405)
7480,Су-24,,,POINT (31.1742785 47.8189427)
7481,Мі-8Т,,,POINT (31.1740986 47.8191411)
7482,ЗСУ-23-4 «Шилка»,,,POINT (31.1741446 47.8193025)
7483,2А36 «Гіацинт-Б»,,,POINT (31.1741578 47.8193608)
7484,С-60,,,POINT (31.1741466 47.819439)
7485,61-К,,,POINT (31.174145 47.8195097)
7486,ЗУ-23-2,,,POINT (31.1741435 47.8195825)
7487,БТР-60ПБ,,,POINT (31.1743379 47.8190935)
7488,Т-64,,,POINT (31.1743559 47.8191594)
7489,БРДМ-2,,,POINT (31.1743572 47.8192265)
7490,Д-30,,,POINT (31.1743508 47.8192908)
7491,МТ-12 «Рапіра»,,,POINT (31.1743461 47.8193637)
7492,Д-44,,,POINT (31.1743461 47.8194375)
7493,ЗіС-3,,,POINT (31.1743461 47.8195082)
7494,ЗіС-2,,,POINT (31.1743413 47.8195832)
7495,Т-34-85,,,POINT (32.8474809 47.8246435)
7496,Двовісний вагон,,,POINT (33.3785539 47.8374331)
7497,Самоскид «БелАЗ» 7547,,,POINT (33.3777981 47.837619)
7498,ПРМ-3,,,POINT (33.3785351 47.8375843)
7499,Вагон-самосвал (думпкар) 2ВС-105,,,POINT (33.3784627 47.8378814)
7500,Тепловоз ТЭМ7-0034,,,POINT (33.3783608 47.8382919)
7501,Ківш екскаватора,,,POINT (33.378224 47.8386735)
7502,Турбіна?,,,POINT (33.3783232 47.8386951)
7503,Екскаватор ?,,,POINT (33.3784225 47.8386843)
7504,Експонат ?,,,POINT (33.3784627 47.8385637)
7505,Експонат ?,,,POINT (33.3783098 47.8384377)
7506,БМ-13 «Катюша» на базі ЗіС-6,,,POINT (33.4293717 47.9016342)
7507,МіГ-21,,,POINT (33.6399817 48.4046726)
7508,Гармата Лендера,,,POINT (34.7501211 46.3308983)
7509,Універсал-1,,,POINT (34.5458053 46.7128868)
7510,Універсал-2,,"пам'ятник ""Трудової слави""",POINT (36.3474732 46.7307771)
7511,Танк Т-70,,,POINT (35.3698934 46.8406248)
7512,ІС-2М,,,POINT (34.374099 46.8447403)
7513,Т-34-76 (башта),,,POINT (35.1671488 46.9555694)
7514,МіГ-17Ф,,,POINT (38.0822906 47.1139902)
7515,Башта танку Т-34,,,POINT (37.5926022 47.1398715)
7516,Танк Т-64,,,POINT (37.5615267 47.147771)
7517,ЗіС-5,,,POINT (35.312569 47.1627113)
7518,ГАЗ-69,,,POINT (35.3109919 47.162921)
7519,МіГ-19,,,POINT (35.3136365 47.1627733)
7520,Цистерна,,,POINT (37.5637137 47.1644574)
7521,Універсал-1,,,POINT (36.541501 47.2162472)
7522,Запорожець,,,POINT (35.7087199 47.2528898)
7523,Універсал-1,,,POINT (36.6983491 47.3309377)
7524,Плуг,,Перша борозна,POINT (36.6528717 47.3586937)
7525,МіГ-17,,,POINT (38.0215397 47.4095955)
7526,Т-150К,,Пам’ятник трудової слави,POINT (35.2886772 47.4433911)
7527,Паротяг Эр 774-50,,,POINT (36.2637421 47.47495)
7528,Паротяг Эр 770-08,,,POINT (36.2634739 47.4749717)
7529,Паровоз Эр 787-37,,,POINT (36.263211 47.4750007)
7530,Паровоз Эр 798-31,,,POINT (36.2629857 47.4750297)
7531,Паровоз Эр797-93,,,POINT (36.2627255 47.4750515)
7532,Паровозна заправочно-сушильна машина,,,POINT (36.2625056 47.4750787)
7533,Сталінець-60,,,POINT (36.1286702 47.4960259)
7534,Т-34-85,,,POINT (37.1523822 47.4976034)
7535,ЗіС-3,,,POINT (34.6599795 47.5023525)
7536,Д-44,D-44,,POINT (34.6759892 47.5071502)
7537,Д-44,D-44,,POINT (34.6760147 47.5072213)
7538,БРДМ-2,BRDM-1,,POINT (34.6761582 47.5073162)
7539,Т-64,T-64,,POINT (34.6761997 47.5074282)
7540,Су-17М4,Su-17M4,,POINT (34.6762443 47.5076264)
7541,ЗСУ-23-4 «Шилка»,"ZSU-23-4 ""Shilka""",,POINT (34.6766558 47.5075295)
7542,61-К,M1939 (61-K),,POINT (34.6766415 47.5074882)
7543,61-К,M1939 (61-K),,POINT (34.6766388 47.5074583)
7544,ЗіС-3,,,POINT (33.9256394 47.5070818)
7545,Ср-3,,,POINT (34.4016082 47.5880559)
